33737;Chait;Male;09.01.1931;M;2500
35490;Dawn;Female;09.01.1931;B;4000
45863;Maysa;Female;10.01.1931;M;9700
37110;Ellie;Female;12.01.1931;I;3200
46857;Nailah;Female;13.01.1931;I;9500
43530;La Row;Female;16.01.1931;I;2000
39285;Govanne;Female;17.01.1931;N;1500
54107;Zimria;Female;17.01.1931;K;6100
41511;Jenee;Female;20.01.1931;C;7200
52514;Twitchel;Male;20.01.1931;L;9300
37655;Etty;Female;21.01.1931;N;8000
49856;Russell;Male;21.01.1931;N;5900
48327;Paz;Female;22.01.1931;D;2300
51750;Teige;Female;23.01.1931;H;1200
29730;Altagracia;Female;25.01.1931;D;9200
31370;Azibo;Male;27.01.1931;K;6900
41542;Jennaleigh;Female;27.01.1931;K;4500
29063;Ahura Mazda;Male;28.01.1931;G;3800
31301;Axel;Male;28.01.1931;A;5200
42294;Kailyn;Female;28.01.1931;H;3200
43797;Launder;Male;28.01.1931;M;4000
50560;Shasti;Female;28.01.1931;C;8600
30275;Anisha;Female;30.01.1931;L;8900
42881;Kemen;Male;30.01.1931;G;8100
51872;Teucer;Male;30.01.1931;F;8200
34232;Cisco;Male;31.01.1931;C;8200
42742;Keanan;Male;01.02.1931;A;6900
49214;Regina;Female;01.02.1931;L;4100
48698;Primavera;Female;03.02.1931;L;5400
53841;Yolyamanitzin;Female;05.02.1931;L;7100
36380;Dryope;Female;06.02.1931;G;2200
41503;Jenasis;Female;06.02.1931;G;1100
42553;Karolina;Female;07.02.1931;D;6500
41624;Jerilyn;Female;08.02.1931;N;9800
51545;Tandra;Female;08.02.1931;B;9400
47828;Onatah;Female;10.02.1931;N;4700
48657;Porrex;Male;10.02.1931;L;3100
47557;Nuri;Male;11.02.1931;O;4100
35008;Cynewulf;Male;13.02.1931;M;2600
45589;Marrissa;Female;14.02.1931;K;7200
51876;Tevin;Male;14.02.1931;C;1300
36527;Eadburt;Male;15.02.1931;A;6300
34801;Cowan;Male;16.02.1931;G;5700
41876;Joli;Female;17.02.1931;D;5600
48206;Pannoowau;Male;19.02.1931;A;1000
36907;Eirlys;Female;20.02.1931;M;6400
53642;Ximon;Male;22.02.1931;H;4400
38465;Frollo;Male;23.02.1931;G;8300
47697;Oengus;Male;25.02.1931;E;2100
30496;Apala;Female;27.02.1931;N;1400
45494;Marius;Male;27.02.1931;A;1400
40465;Husayn;Male;28.02.1931;D;3800
53939;Zada;Female;03.03.1931;J;2800
51659;Tavion;Male;04.03.1931;I;8900
37751;Everhart;Male;05.03.1931;H;9500
38860;Geffrey;Male;06.03.1931;K;6500
47565;Nut;Female;06.03.1931;B;1400
34721;Corri;Female;07.03.1931;K;5100
42760;Keavy;Female;07.03.1931;F;3300
52712;Uthman;Male;07.03.1931;C;9100
51145;Stewart;Male;10.03.1931;O;1500
37903;Fanta;Female;12.03.1931;I;5300
35629;Delinda;Female;13.03.1931;L;6200
46663;Mukarramma;Female;14.03.1931;L;1100
30568;Archere;Male;15.03.1931;L;1900
47365;Niru;Male;15.03.1931;H;6000
28490;Abram;Male;16.03.1931;O;8500
44762;Maahes;Male;16.03.1931;I;5500
53318;Whytlok;Male;16.03.1931;D;5200
46334;Miroslav;Male;20.03.1931;H;9500
44504;Lothair;Male;22.03.1931;I;3100
29928;Ame;Male;24.03.1931;L;3900
28386;Abdullah, Abdul;Male;26.03.1931;H;7600
41119;Jakib;Male;27.03.1931;I;8500
47034;Nathanial;Male;28.03.1931;J;2800
38256;Flanagan;Male;29.03.1931;L;5100
50930;Slany;Female;29.03.1931;N;8500
50883;Sisi;Female;30.03.1931;N;3800
43030;Kerttu;Female;03.04.1931;J;2300
32054;Bessy;Female;04.04.1931;J;1900
43131;Khulud;Female;04.04.1931;H;8100
36585;Earle;Male;05.04.1931;O;4700
51512;Tamae;Female;05.04.1931;B;7800
43329;Kolby;Male;06.04.1931;N;9200
53864;Yosu;Male;07.04.1931;O;3600
47888;Ordella;Female;08.04.1931;C;4000
30823;Arthgallo;Male;09.04.1931;H;9700
45869;Maza Blaska;Male;09.04.1931;A;6900
39344;Graysen;Male;14.04.1931;F;3500
36624;Eavan;Female;16.04.1931;L;1900
48632;Poll;Female;17.04.1931;B;2100
31351;Aza;Female;18.04.1931;I;2100
39506;Gwalchmai;Male;19.04.1931;N;7700
33841;Charleton;Male;20.04.1931;F;2200
29690;Alon;Male;23.04.1931;C;5000
31109;Aude;Female;23.04.1931;J;8100
42408;Kamil;Male;23.04.1931;E;7100
43106;Khari;Female;25.04.1931;F;6700
35113;Daisi;Female;26.04.1931;F;4400
32374;Bonie;Female;29.04.1931;B;6400
42393;Kambria;Female;30.04.1931;B;8000
30291;Anke;Female;01.05.1931;J;1600
44133;Li Mei;Female;03.05.1931;N;2000
44312;Lisandro;Male;03.05.1931;F;7400
28544;Achilles;Male;04.05.1931;N;9600
30750;Arlyn;Male;05.05.1931;H;9800
33418;Carmine;Female;09.05.1931;K;8900
41576;Jensen;Male;11.05.1931;D;8000
46803;Nadeen;Female;12.05.1931;F;4400
49198;Reese;Male;12.05.1931;E;9400
41834;Johnathon;Male;13.05.1931;G;2900
40115;Herrick;Male;14.05.1931;N;8400
47211;Neva;Female;14.05.1931;O;6700
45535;Marleina;Female;16.05.1931;M;5400
29742;Alton;Male;17.05.1931;J;7300
31235;Avery;Male;17.05.1931;D;9300
36607;Earvin;Male;17.05.1931;B;6600
45756;Matteo;Male;18.05.1931;A;6700
49462;Risa;Female;18.05.1931;O;5200
53278;Weston;Male;18.05.1931;H;1500
33194;Callaghan;Male;19.05.1931;C;9400
38571;Gal;Male;19.05.1931;C;5800
43233;Kinnon;Male;19.05.1931;M;7400
50922;Skyrah;Female;19.05.1931;E;7900
33039;Cadby;Male;20.05.1931;H;3400
40517;Iamar;Female;21.05.1931;C;8800
48851;Rachid;Female;21.05.1931;C;5800
50333;Segulah;Female;21.05.1931;D;4400
50539;Shapa;Female;22.05.1931;I;4600
30802;Arregaithel;Male;24.05.1931;J;1800
46078;Merle;Male;24.05.1931;C;2200
46255;Millana;Female;24.05.1931;C;6400
46066;Mercy;Female;25.05.1931;D;1600
40125;Hesione;Female;27.05.1931;M;2300
45355;Marcela;Female;29.05.1931;M;2000
38580;Galal;Male;02.06.1931;A;1200
42074;Jozka;Male;02.06.1931;L;8200
48361;Pellam;Male;02.06.1931;F;7400
43659;Lamya';Female;03.06.1931;B;1100
48401;Penthesilea;Female;04.06.1931;N;2700
43695;Langford;Male;05.06.1931;N;6500
46387;Modred;Male;05.06.1931;F;6400
31687;Bathild;Female;06.06.1931;A;6900
47675;Odila;Female;09.06.1931;N;2500
52031;Tibalt;Male;09.06.1931;F;6200
28958;Agamemnon;Male;10.06.1931;N;7900
30163;Andrew;Male;10.06.1931;N;8800
35228;Daney;Female;11.06.1931;G;1400
33542;Cateline;Female;12.06.1931;I;4400
37028;Elija;Male;12.06.1931;B;9700
45228;Mallory;Male;14.06.1931;O;4200
52507;Tuwa;Female;14.06.1931;J;8800
48918;Ragnall;Female;15.06.1931;A;1300
36482;Dustyn;Male;16.06.1931;G;5300
36484;Duval;Male;17.06.1931;F;5400
48275;Pat;Male;17.06.1931;N;2100
29921;Ambrosine;Female;18.06.1931;G;2000
42761;Kecia;Female;18.06.1931;E;7300
44617;Luki;Male;21.06.1931;E;8000
53757;Yasuo;Male;22.06.1931;F;2800
47174;Nenetl;Female;23.06.1931;H;7500
43486;Kyla;Female;25.06.1931;D;4100
40066;Henrika;Female;26.06.1931;H;9800
31166;Aurelio;Male;27.06.1931;K;8200
37585;Estefany;Female;28.06.1931;F;3200
50223;Sceley;Male;28.06.1931;A;6200
44510;Lotus;Female;29.06.1931;F;8300
51797;Teodora;Female;29.06.1931;H;1100
52880;Vida;Female;29.06.1931;H;1900
39937;Hayle;Male;30.06.1931;I;7400
46391;Mogens;Male;30.06.1931;D;8400
49894;Ryker;Male;30.06.1931;G;8200
41112;Jaivyn;Male;01.07.1931;K;6300
47465;Nordica;Female;03.07.1931;I;1600
48654;Porfirio;Male;04.07.1931;K;6900
40364;Hrothgar;Male;07.07.1931;C;9400
41318;Jaryl;Male;07.07.1931;O;6900
41146;Jamahl;Male;08.07.1931;O;8300
39729;Hanan;Male;09.07.1931;I;8100
42282;Kaila;Female;09.07.1931;F;7500
28412;Abeba;Female;10.07.1931;F;2200
48892;Raedwald;Male;10.07.1931;I;6600
32500;Braleah;Male;11.07.1931;J;6300
38943;Gerard;Male;11.07.1931;J;3700
29317;Alarick;Male;13.07.1931;C;8800
41693;Jibril;Male;16.07.1931;N;3800
47989;Orvin;Male;17.07.1931;M;1700
39188;Glenna;Female;18.07.1931;N;8100
47483;Norris;Male;18.07.1931;B;1500
42809;Keilani;Female;19.07.1931;B;7300
43334;Kolichiyaw;Male;19.07.1931;K;4400
49174;Rebecca;Female;19.07.1931;L;5600
36449;Duran;Male;21.07.1931;J;7000
36415;Dugald;Male;22.07.1931;L;5100
46305;Minoise;Female;22.07.1931;H;1100
49063;Ransley;Male;23.07.1931;B;4300
45064;Mahmoud;Male;24.07.1931;K;4200
54110;Zinerva;Female;26.07.1931;I;4700
44509;Lotus;Female;27.07.1931;J;7200
36621;Eathelyn;Female;28.07.1931;I;9700
35718;Denise;Female;29.07.1931;J;6800
46269;Milman;Male;30.07.1931;A;3200
39291;Gow;Male;31.07.1931;C;4300
43521;Kyrk;Male;31.07.1931;E;3700
33226;Calvina;Female;01.08.1931;J;3900
32248;Blake;Male;06.08.1931;F;2400
40162;Hietamaki;Male;06.08.1931;E;9400
51636;Tatiana;Female;06.08.1931;G;4200
31797;Bedegrayne;Female;07.08.1931;A;9400
50141;Sara;Female;07.08.1931;C;9500
35315;Darcey;Female;08.08.1931;L;6600
31309;Ayah;Female;09.08.1931;K;3900
31799;Bedivere;Male;12.08.1931;D;1100
41264;Jantje;Male;15.08.1931;C;5800
50508;Shalene;Female;15.08.1931;B;5600
43468;Kuwanlelenta;Female;17.08.1931;N;9700
29585;Aline;Female;18.08.1931;A;5300
39342;Gray;Male;19.08.1931;D;5100
41261;Janson;Male;20.08.1931;E;6500
49782;Rozalia;Female;20.08.1931;G;3800
39241;Goraidh;Male;21.08.1931;O;5500
42427;Kamryn;Male;21.08.1931;H;7300
42341;Kalen;Female;22.08.1931;L;2800
37600;Estra;Female;23.08.1931;C;2200
